"No.","Time","Source","Destination","Length","RSSI","Protocol","Info"
"14788","14.984547","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","173","-32 dBm","802.11","QoS Data, SN=3139, FN=0, Flags=.p.....TC"
"14794","15.011096","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","171","-32 dBm","802.11","QoS Data, SN=3140, FN=0, Flags=.p.....TC"
"14799","15.023341","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-52 dBm","802.11","QoS Data, SN=19, FN=0, Flags=.p....F.C"
"14802","15.025344","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","171","-51 dBm","802.11","QoS Data, SN=20, FN=0, Flags=.p....F.C"
"14804","15.034181","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","499","-52 dBm","802.11","QoS Data, SN=23, FN=0, Flags=.p....F.C"
"14805","15.035302","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=21, FN=0, Flags=.p..R.F.C"
"14806","15.035331","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=22, FN=0, Flags=.p..R.F.C"
"14807","15.035335","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","499","-52 dBm","802.11","QoS Data, SN=23, FN=0, Flags=.p..R.F.C"
"14809","15.036445","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=21, FN=0, Flags=.p..R.F.C"
"14810","15.036463","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=22, FN=0, Flags=.p..R.F.C"
"14813","15.037583","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=21, FN=0, Flags=.p..R.F.C"
"14814","15.037599","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=22, FN=0, Flags=.p..R.F.C"
"14818","15.038408","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-32 dBm","802.11","QoS Data, SN=3141, FN=0, Flags=.p.....TC"
"14819","15.038413","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-32 dBm","802.11","QoS Data, SN=3142, FN=0, Flags=.p.....TC"
"14829","15.089385","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-32 dBm","802.11","QoS Data, SN=3143, FN=0, Flags=.p.....TC"
"14833","15.095329","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-32 dBm","802.11","QoS Data, SN=3144, FN=0, Flags=.p.....TC"
"14839","15.109824","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","194","-51 dBm","802.11","QoS Data, SN=24, FN=0, Flags=.p....F.C"
"14843","15.110796","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-32 dBm","802.11","QoS Data, SN=3145, FN=0, Flags=.p.....TC"
"14847","15.111045","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-32 dBm","802.11","QoS Data, SN=3146, FN=0, Flags=.p.....TC"
"14850","15.131271","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-51 dBm","802.11","QoS Data, SN=25, FN=0, Flags=.p....F.C"
"14854","15.131746","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-32 dBm","802.11","QoS Data, SN=3147, FN=0, Flags=.p.....TC"
"14858","15.132213","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","667","-32 dBm","802.11","QoS Data, SN=3148, FN=0, Flags=.p.....TC"
"14860","15.132265","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-52 dBm","802.11","QoS Data, SN=26, FN=0, Flags=.p....F.C"
"14864","15.132794","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-31 dBm","802.11","QoS Data, SN=3149, FN=0, Flags=.p.....TC"
"14868","15.133093","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","667","-31 dBm","802.11","QoS Data, SN=3150, FN=0, Flags=.p.....TC"
"14872","15.152559","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-52 dBm","802.11","QoS Data, SN=27, FN=0, Flags=.p....F.C"
"14874","15.153669","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=28, FN=0, Flags=.p....F.C"
"14876","15.157040","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=29, FN=0, Flags=.p....F.C"
"14877","15.157248","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=30, FN=0, Flags=.p....F.C"
"14882","15.157775","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-31 dBm","802.11","QoS Data, SN=3151, FN=0, Flags=.p.....TC"
"14884","15.174675","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=31, FN=0, Flags=.p....F.C"
"14885","15.174693","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=32, FN=0, Flags=.p....F.C"
"14888","15.175029","","a4:42:3b:d2:f7:08","3116","-52 dBm","802.11","QoS Data, SN=31, FN=0, Flags=.p..R.F.C"
"14892","15.175395","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-31 dBm","802.11","QoS Data, SN=3152, FN=0, Flags=.p.....TC"
"14893","15.175404","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-31 dBm","802.11","QoS Data, SN=3153, FN=0, Flags=.p.....TC"
"14895","15.176592","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","698","-52 dBm","802.11","QoS Data, SN=33, FN=0, Flags=.p....F.C"
"14899","15.182168","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","300","-31 dBm","802.11","QoS Data, SN=3154, FN=0, Flags=.p.....TC"
"14901","15.193842","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","698","-51 dBm","802.11","QoS Data, SN=34, FN=0, Flags=.p....F.C"
"14905","15.195311","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","300","-31 dBm","802.11","QoS Data, SN=3155, FN=0, Flags=.p.....TC"
"14907","15.202221","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","233","-52 dBm","802.11","QoS Data, SN=35, FN=0, Flags=.p....F.C"
"14911","15.202963","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1099","-31 dBm","802.11","QoS Data, SN=3156, FN=0, Flags=.p.....TC"
"14915","15.203299","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","891","-32 dBm","802.11","QoS Data, SN=3157, FN=0, Flags=.p.....TC"
"14919","15.215035","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","233","-52 dBm","802.11","QoS Data, SN=36, FN=0, Flags=.p....F.C"
"14921","15.221463","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=37, FN=0, Flags=.p....F.C"
"14930","15.251959","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","947","-51 dBm","802.11","QoS Data, SN=38, FN=0, Flags=.p....F.C"
"14934","15.254207","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1147","-32 dBm","802.11","QoS Data, SN=3158, FN=0, Flags=.p.....TC"
"14940","15.261447","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-32 dBm","802.11","QoS Data, SN=3159, FN=0, Flags=.p.....TC"
"14942","15.280007","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=39, FN=0, Flags=.p....F.C"
"14943","15.280453","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=40, FN=0, Flags=.p....F.C"
"14944","15.280476","","a4:42:3b:d2:f7:08","2577","-51 dBm","802.11","QoS Data, SN=41, FN=0, Flags=.p....F.C"
"14948","15.280705","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-32 dBm","802.11","QoS Data, SN=3160, FN=0, Flags=.p.....TC"
"14952","15.280929","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-32 dBm","802.11","QoS Data, SN=3161, FN=0, Flags=.p.....TC"
"14958","15.306356","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","171","-33 dBm","802.11","QoS Data, SN=3162, FN=0, Flags=.p.....TC"
"14962","15.306570","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","179","-33 dBm","802.11","QoS Data, SN=3163, FN=0, Flags=.p.....TC"
"14966","15.309815","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1388","-33 dBm","802.11","QoS Data, SN=3164, FN=0, Flags=.p.....TC"
"14970","15.310447","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1019","-33 dBm","802.11","QoS Data, SN=3165, FN=0, Flags=.p.....TC"
"14972","15.314166","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","247","-52 dBm","802.11","QoS Data, SN=42, FN=0, Flags=.p....F.C"
"14976","15.315271","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-33 dBm","802.11","QoS Data, SN=3166, FN=0, Flags=.p.....TC"
"14978","15.316292","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","203","-51 dBm","802.11","QoS Data, SN=43, FN=0, Flags=.p....F.C"
"14981","15.317256","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","203","-50 dBm","802.11","QoS Data, SN=43, FN=0, Flags=.p..R.F.C"
"14985","15.318200","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-33 dBm","802.11","QoS Data, SN=3167, FN=0, Flags=.p.....TC"
"14989","15.318313","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-33 dBm","802.11","QoS Data, SN=3168, FN=0, Flags=.p.....TC"
"14993","15.325806","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1396","-50 dBm","802.11","QoS Data, SN=44, FN=0, Flags=.p....F.C"
"14997","15.328398","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1388","-34 dBm","802.11","QoS Data, SN=3169, FN=0, Flags=.p.....TC"
"15000","15.332225","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=45, FN=0, Flags=.p....F.C"
"15005","15.332541","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3170, FN=0, Flags=.p.....TC"
"15007","15.332770","","a4:42:3b:d2:f7:08","844","-51 dBm","802.11","QoS Data, SN=46, FN=0, Flags=.p....F.C"
"15011","15.333085","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3171, FN=0, Flags=.p.....TC"
"15015","15.333529","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","667","-33 dBm","802.11","QoS Data, SN=3172, FN=0, Flags=.p.....TC"
"15019","15.340044","","a4:42:3b:d2:f7:08","260","-51 dBm","802.11","QoS Data, SN=11, FN=7, Flags=.p....F.C"
"15020","15.341355","","a4:42:3b:d2:f7:08","260","-51 dBm","802.11","QoS Data, SN=47, FN=0, Flags=.p..R.F.C"
"15021","15.341370","","a4:42:3b:d2:f7:08","2710","-51 dBm","802.11","QoS Data, SN=48, FN=0, Flags=.p....F.C"
"15026","15.342629","","a4:42:3b:d2:f7:08","260","-50 dBm","802.11","QoS Data, SN=47, FN=0, Flags=.p..R.F.C"
"15027","15.342644","","a4:42:3b:d2:f7:08","2710","-50 dBm","802.11","QoS Data, SN=48, FN=0, Flags=.p..R.F.C"
"15028","15.342652","","a4:42:3b:d2:f7:08","1503","-50 dBm","802.11","QoS Data, SN=49, FN=0, Flags=.p....F.C"
"15032","15.343214","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-33 dBm","802.11","QoS Data, SN=3173, FN=0, Flags=.p.....TC"
"15033","15.343219","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-33 dBm","802.11","QoS Data, SN=3174, FN=0, Flags=.p.....TC"
"15037","15.343409","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","675","-34 dBm","802.11","QoS Data, SN=3175, FN=0, Flags=.p.....TC"
"15038","15.343429","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","675","-34 dBm","802.11","QoS Data, SN=3176, FN=0, Flags=.p.....TC"
"15042","15.343750","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","179","-33 dBm","802.11","QoS Data, SN=3177, FN=0, Flags=.p.....TC"
"15046","15.344161","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","303","-33 dBm","802.11","QoS Data, SN=3178, FN=0, Flags=.p.....TC"
"15048","15.350979","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=50, FN=0, Flags=.p....F.C"
"15050","15.354120","","a4:42:3b:d2:f7:08","3140","-51 dBm","802.11","QoS Data, SN=51, FN=0, Flags=.p....F.C"
"15051","15.354139","","a4:42:3b:d2:f7:08","2880","-51 dBm","802.11","QoS Data, SN=52, FN=0, Flags=.p....F.C"
"15052","15.354146","","a4:42:3b:d2:f7:08","3140","-51 dBm","802.11","QoS Data, SN=53, FN=0, Flags=.p....F.C"
"15053","15.354153","","a4:42:3b:d2:f7:08","2453","-51 dBm","802.11","QoS Data, SN=54, FN=0, Flags=.p....F.C"
"15057","15.354538","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-33 dBm","802.11","QoS Data, SN=3179, FN=0, Flags=.p.....TC"
"15058","15.354543","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-33 dBm","802.11","QoS Data, SN=3180, FN=0, Flags=.p.....TC"
"15062","15.354762","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3181, FN=0, Flags=.p.....TC"
"15064","15.358627","","a4:42:3b:d2:f7:08","1145","-51 dBm","802.11","QoS Data, SN=55, FN=0, Flags=.p....F.C"
"15068","15.359235","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","171","-33 dBm","802.11","QoS Data, SN=3182, FN=0, Flags=.p.....TC"
"15070","15.360775","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","758","-52 dBm","802.11","QoS Data, SN=56, FN=0, Flags=.p....F.C"
"15074","15.366110","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","214","-34 dBm","802.11","QoS Data, SN=3183, FN=0, Flags=.p.....TC"
"15078","15.368286","","a4:42:3b:d2:f7:08","1784","-51 dBm","802.11","QoS Data, SN=57, FN=0, Flags=.p....F.C"
"15082","15.368680","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3184, FN=0, Flags=.p.....TC"
"15084","15.369479","","a4:42:3b:d2:f7:08","3203","-51 dBm","802.11","QoS Data, SN=58, FN=0, Flags=.p....F.C"
"15088","15.369833","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3185, FN=0, Flags=.p.....TC"
"15090","15.370690","","a4:42:3b:d2:f7:08","1784","-51 dBm","802.11","QoS Data, SN=59, FN=0, Flags=.p....F.C"
"15091","15.370693","","a4:42:3b:d2:f7:08","3203","-51 dBm","802.11","QoS Data, SN=60, FN=0, Flags=.p....F.C"
"15095","15.371250","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3186, FN=0, Flags=.p.....TC"
"15099","15.371562","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3187, FN=0, Flags=.p.....TC"
"15101","15.383210","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","171","-51 dBm","802.11","QoS Data, SN=61, FN=0, Flags=.p....F.C"
"15105","15.383402","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","173","-33 dBm","802.11","QoS Data, SN=3188, FN=0, Flags=.p.....TC"
"15109","15.385265","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","171","-33 dBm","802.11","QoS Data, SN=3189, FN=0, Flags=.p.....TC"
"15111","15.385486","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","229","-51 dBm","802.11","QoS Data, SN=62, FN=0, Flags=.p....F.C"
"15115","15.386247","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-34 dBm","802.11","QoS Data, SN=3190, FN=0, Flags=.p.....TC"
"15119","15.388242","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-33 dBm","802.11","QoS Data, SN=3191, FN=0, Flags=.p.....TC"
"15121","15.388901","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=63, FN=0, Flags=.p....F.C"
"15123","15.389966","","a4:42:3b:d2:f7:08","854","-51 dBm","802.11","QoS Data, SN=64, FN=0, Flags=.p....F.C"
"15127","15.390258","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3192, FN=0, Flags=.p.....TC"
"15133","15.402945","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-51 dBm","802.11","QoS Data, SN=65, FN=0, Flags=.p....F.C"
"15137","15.403246","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3193, FN=0, Flags=.p.....TC"
"15141","15.403594","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","384","-33 dBm","802.11","QoS Data, SN=3194, FN=0, Flags=.p.....TC"
"15145","15.416660","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-33 dBm","802.11","QoS Data, SN=3195, FN=0, Flags=.p.....TC"
"15146","15.416663","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-33 dBm","802.11","QoS Data, SN=3196, FN=0, Flags=.p.....TC"
"15150","15.417959","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-52 dBm","802.11","QoS Data, SN=66, FN=0, Flags=.p....F.C"
"15152","15.419523","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","897","-51 dBm","802.11","QoS Data, SN=67, FN=0, Flags=.p....F.C"
"15155","15.420548","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","897","-51 dBm","802.11","QoS Data, SN=67, FN=0, Flags=.p..R.F.C"
"15159","15.427209","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","175","-33 dBm","802.11","QoS Data, SN=3197, FN=0, Flags=.p.....TC"
"15163","15.432281","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3198, FN=0, Flags=.p.....TC"
"15166","15.435412","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","259","-51 dBm","802.11","QoS Data, SN=68, FN=0, Flags=.p....F.C"
"15170","15.436254","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-33 dBm","802.11","QoS Data, SN=3199, FN=0, Flags=.p.....TC"
"15174","15.451893","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-52 dBm","802.11","QoS Data, SN=69, FN=0, Flags=.p....F.C"
"15178","15.452315","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3200, FN=0, Flags=.p.....TC"
"15182","15.452677","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","390","-33 dBm","802.11","QoS Data, SN=3201, FN=0, Flags=.p.....TC"
"15186","15.464225","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=3202, FN=0, Flags=.p.....TC"
"15188","15.467942","","a4:42:3b:d2:f7:08","979","-53 dBm","802.11","QoS Data, SN=70, FN=0, Flags=.p....F.C"
"15192","15.472375","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","300","-34 dBm","802.11","QoS Data, SN=3203, FN=0, Flags=.p.....TC"
"15196","15.472660","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","300","-34 dBm","802.11","QoS Data, SN=3204, FN=0, Flags=.p.....TC"
"15202","15.491393","","a4:42:3b:d2:f7:08","315","-54 dBm","802.11","QoS Data, SN=71, FN=0, Flags=.p....F.C"
"15206","15.492393","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1067","-34 dBm","802.11","QoS Data, SN=3205, FN=0, Flags=.p.....TC"
"15208","15.492547","","a4:42:3b:d2:f7:08","315","-54 dBm","802.11","QoS Data, SN=72, FN=0, Flags=.p....F.C"
"15212","15.493269","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1598","-33 dBm","802.11","QoS Data, SN=3206, FN=0, Flags=.p.....TC"
"15213","15.493287","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1598","-33 dBm","802.11","QoS Data, SN=3207, FN=0, Flags=.p.....TC"
"15214","15.493294","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1598","-33 dBm","802.11","QoS Data, SN=3208, FN=0, Flags=.p.....TC"
"15215","15.493300","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1598","-33 dBm","802.11","QoS Data, SN=3209, FN=0, Flags=.p.....TC"
"15216","15.493306","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1267","-33 dBm","802.11","QoS Data, SN=3210, FN=0, Flags=.p.....TC"
"15220","15.493611","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1598","-34 dBm","802.11","QoS Data, SN=3207, FN=0, Flags=.p.....TC"
"15221","15.493619","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1598","-34 dBm","802.11","QoS Data, SN=3209, FN=0, Flags=.p.....TC"
"15222","15.493634","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1267","-34 dBm","802.11","QoS Data, SN=3210, FN=0, Flags=.p.....TC"
"15226","15.511693","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-54 dBm","802.11","QoS Data, SN=73, FN=0, Flags=.p....F.C"
"15230","15.512008","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-34 dBm","802.11","QoS Data, SN=3211, FN=0, Flags=.p.....TC"
"15232","15.513905","","a4:42:3b:d2:f7:08","314","-54 dBm","802.11","QoS Data, SN=74, FN=0, Flags=.p....F.C"
"15239","15.543863","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-35 dBm","802.11","QoS Data, SN=3212, FN=0, Flags=.p.....TC"
"15299","16.013105","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","151","-36 dBm","802.11","QoS Data, SN=3213, FN=0, Flags=.p.....TC"
"15301","16.022735","","a4:42:3b:d2:f7:08","2321","-51 dBm","802.11","QoS Data, SN=75, FN=0, Flags=.p....F.C"
"15304","16.023851","","a4:42:3b:d2:f7:08","2321","-51 dBm","802.11","QoS Data, SN=75, FN=0, Flags=.p..R.F.C"
"15308","16.024664","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-35 dBm","802.11","QoS Data, SN=3214, FN=0, Flags=.p.....TC"
"15312","16.028583","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1291","-35 dBm","802.11","QoS Data, SN=3215, FN=0, Flags=.p.....TC"
"15314","16.034715","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-51 dBm","802.11","QoS Data, SN=76, FN=0, Flags=.p....F.C"
"15324","16.078401","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=77, FN=0, Flags=.p....F.C"
"15325","16.078411","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","947","-51 dBm","802.11","QoS Data, SN=78, FN=0, Flags=.p....F.C"
"15329","16.079374","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-35 dBm","802.11","QoS Data, SN=3216, FN=0, Flags=.p.....TC"
"15333","16.092922","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","151","-37 dBm","802.11","QoS Data, SN=3217, FN=0, Flags=.p.....TC"
"15337","16.097199","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1163","-37 dBm","802.11","QoS Data, SN=3218, FN=0, Flags=.p.....TC"
"15341","16.098163","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1163","-37 dBm","802.11","QoS Data, SN=3219, FN=0, Flags=.p.....TC"
"15345","16.098474","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-37 dBm","802.11","QoS Data, SN=3220, FN=0, Flags=.p.....TC"
"15349","16.099149","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-37 dBm","802.11","QoS Data, SN=3222, FN=0, Flags=.p.....TC"
"15355","16.107319","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-51 dBm","802.11","QoS Data, SN=79, FN=0, Flags=.p....F.C"
"15357","16.116022","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-51 dBm","802.11","QoS Data, SN=80, FN=0, Flags=.p....F.C"
"15361","16.116328","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-36 dBm","802.11","QoS Data, SN=3223, FN=0, Flags=.p.....TC"
"15365","16.116775","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","667","-36 dBm","802.11","QoS Data, SN=3224, FN=0, Flags=.p.....TC"
"15367","16.119450","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=81, FN=0, Flags=.p....F.C"
"15368","16.119468","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=82, FN=0, Flags=.p....F.C"
"15369","16.119475","","a4:42:3b:d2:f7:08","1077","-51 dBm","802.11","QoS Data, SN=83, FN=0, Flags=.p....F.C"
"15373","16.119884","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-36 dBm","802.11","QoS Data, SN=3225, FN=0, Flags=.p.....TC"
"15374","16.119890","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-36 dBm","802.11","QoS Data, SN=3226, FN=0, Flags=.p.....TC"
"15376","16.120356","","a4:42:3b:d2:f7:08","1764","-51 dBm","802.11","QoS Data, SN=84, FN=0, Flags=.p....F.C"
"15377","16.120366","","a4:42:3b:d2:f7:08","1682","-51 dBm","802.11","QoS Data, SN=85, FN=0, Flags=.p....F.C"
"15381","16.120872","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-36 dBm","802.11","QoS Data, SN=3227, FN=0, Flags=.p.....TC"
"15382","16.120887","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-36 dBm","802.11","QoS Data, SN=3228, FN=0, Flags=.p.....TC"
"15383","16.120894","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-36 dBm","802.11","QoS Data, SN=3229, FN=0, Flags=.p.....TC"
"15387","16.121845","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1163","-36 dBm","802.11","QoS Data, SN=3232, FN=0, Flags=.p.....TC"
"15391","16.122426","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1147","-36 dBm","802.11","QoS Data, SN=3233, FN=0, Flags=.p.....TC"
"15395","16.123029","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","260","-35 dBm","802.11","QoS Data, SN=3234, FN=0, Flags=.p.....TC"
"15397","16.134448","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=86, FN=0, Flags=.p....F.C"
"15399","16.135279","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=87, FN=0, Flags=.p....F.C"
